pg_direccion,pg_nombre,pg_descripcion,pg_numero_de_publicaciones,pg_seguidores,pg_seguidos,ph_descripcion,ph_likes,ph_fecha,ph_url,ph_nombre,ph_atributos,ph_numerado
,,,,,,"Photos by @erintrieb | On International Women’s Day, I think of the incredible women I’ve met all over the world. Among them are the Kurdish Iraqi college students I photographed in 2015 in the Kurdistan region of northern Iraq; they wouldn’t quit playing basketball despite war raging all around them. With the Islamic State attacking and seizing large swaths of land in Iraq, people were fleeing for their lives. It was a dangerous time for women—especially for Christians, Yazidis, and Kurds—who were frequently kidnapped and killed by insurgents. The young women who attended the American University of Iraq in Sulaymaniyah not only kept going to school, but they also refused to give up the sport. Many of them are now in their 30s and have children of their own. It was heartening to spend time with them nearly a decade ago, on and off the court, as they figured out who they wanted to be and what they stood for. For more stories of women from around the world, follow @erintrieb. #InternationalWomensDay",61.552 Me gusta,2023-03-08T20:30:14.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/333179200_6063656857013673_4499331438249887787_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=IuJowjnPwZEAX-JJWtr&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NDE4NjM0NTgyNDkxODQ1OQ%3D%3D.2-ccb7-5&oh=00_AfDrxSJsKUkgTf-ghpafGnIV6uuRwmxh2MccYyk1iWEwpA&oe=64153336&_nc_sid=6136e7,imagenpreuba25-1.jpg,"Photo by National Geographic on March 08, 2023. May be an image of 10 people, people standing, footwear and indoor.",25
,,,,,,"Photo by @luisadorr | Teffy is a member of the ImillaSkate collective, whose members wear traditional pollera skirts and hats, in Cochabamba, Bolivia. For her, skateboarding is not only a sport, it's a lifestyle.

""Even though the discrimination against Indigenous people in Bolívia is huge, I believe that wearing a pollera to skateboard identifies myself with my roots,"" she says. It's empowering for the group, which aspires to attract more women to the sport and tackle stereotypes.

Teffy stands on the city's San Pedro hill. ""When you look at this view,"" she says, ""you see that nature thrives here and that not all is lost because of technological developments and population growth—and the most important of all, I'm proud of being K'ochala.""

To read more about the women, go to the link in bio. #InternationalWomensDay",67.474 Me gusta,2023-03-08T17:00:22.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334482880_983491529302844_6823000496034908915_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=i4j3Lz7mK4EAX-pmSa2&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1NDA4MDc0MTc3MjE0MDE4OA%3D%3D.2-ccb7-5&oh=00_AfDsgJCKFC0qXtpLHkMl6BfTqRzEPHbQVTd7FsQhOCq6Tg&oe=641584C9&_nc_sid=6136e7,imagenpreuba26-1.jpg,"Photo by National Geographic on March 08, 2023. May be an image of 1 person, standing and outdoors.",26
,,,,,,"Photo by @nicholesobecki | A five-month-old camel, Baarud playfully tugs at Aadar Mohamed's hijab, in a coastal village in Somaliland. Baarud, which means ""tough"" in Somali, was given the name because its mother nearly died in a drought while it was in utero. To save her, Aadara divided her own meager rations and nursed the camel back to life. As the region once again endures a horrific drought–the worst in recorded history–it feels vital to reflect on the intimate connection among people, their animals, and the land. Read about the millions of migrant women like Aadara, whose lives have been upended by climate change, at the link in bio. To see more of my work on humanity, please follow @nicholesobecki. #InternationalWomensDay",97.292 Me gusta,2023-03-08T12:00:10.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334442172_164356366037865_3099466094112655149_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=4ATQZ2U_bvQAX_F3cbI&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MzkyOTY1MDA4MjI5NjM0OA%3D%3D.2-ccb7-5&oh=00_AfC_44UtT6F4XY6QWHQI8KbkcYrA9dsU2czd9HCXKoL0Uw&oe=6415D084&_nc_sid=6136e7,imagenpreuba27-1.jpg,"Photo by National Geographic on March 08, 2023. May be an image of 1 person and outdoors.",27
,,,,,,"Photos by Michael Yamashita @yamashitaphoto | With more than 650 mines, Shanxi Province in northern China is the country’s top producer of coal, with the Inner Mongolia region a close second. China is also the world’s largest consumer of coal and such dependence has its costs, namely the environmental impacts of rising greenhouse gas emissions. In September 2020, President Xi Jinping announced that China would become carbon neutral by 2060. Smaller mines were shut down and others consolidated into fewer but larger power companies, all with an eye toward shifting to wind- and solar-powered electricity. But change is hard. Because of a power crunch, China has had to ramp up coal production and, according to a recent report by the Center for Research on Energy and Clean Air and the Global Energy Monitor, has approved construction permits for new power plants at the rate of two a week in 2022. #coalmines #energy",65.696 Me gusta,2023-03-08T03:30:14.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334429059_227497436343021_8396981269642871089_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=JwKDRL7bJd0AX-Xu0NM&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MzY3Mjk2MjY2MjI5Mzg0Mg%3D%3D.2-ccb7-5&oh=00_AfBoSSWiDHtI8U9czRHRqPUsc9iDLy5kGbxB75RcCBXMxA&oe=64169160&_nc_sid=6136e7,imagenpreuba28-1.jpg,"Photo by National Geographic on March 07, 2023. May be an image of 2 people and outdoors.",28
,,,,,,"Photos by @jimmychin | Towering above all else, Antarctica's Ulvetanna, aka the Wolf’s Fang, both inspires and intimidates. Taller than El Cap—Yosemite National Park's wall of rock—it's a complex mountain with a history of epic ascents and numerous failed attempts. Every aspect of the mountain can hold your gaze for hours as you try to decipher the maze of ridges and lines and the type of climbing required to navigate it all.",100.266 Me gusta,2023-03-08T01:00:10.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/333380524_171095729032089_7746026404604437594_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=-GfkAK5xFOAAX8cwxdc&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MzU5NzQ1MjQ0NzgxNTQ3MA%3D%3D.2-ccb7-5&oh=00_AfDhgHzG2vON1dWJfaKiULm9W-OFXEUp7ijpykw54ybnPg&oe=6415ACA5&_nc_sid=6136e7,imagenpreuba29-1.jpg,"Photo by National Geographic on March 07, 2023. May be an image of mountain and nature.",29
,,,,,,"Photo by @tasneemalsultan | With the recent earthquakes, my thoughts turned again to the plight of Syrian refugees and how these events exacerbate their tenuous situation. This photo of a Syrian refugee was taken in Amman, Jordan, in 2016.

""I've stopped going to school for a few months now. I want to keep attending but the boys here harass me, asking me to sell myself since I'm a Syrian girl. They keep saying that pretty Syrian girls get a lot of money."" I was walking with the 14-year-old through a graveyard. ""We were never harassed back home,"" she continued. ""But Syria is gone.""

I saw so much devastation in the young eyes of these beautiful souls. I had never witnessed such love for a nation or land. A 10- year-old wrote a poem, a 15-year-old made a collage, and a 7-year-old created a photo essay, all focused on the loss of their beloved Syria, a place now further traumatized and forgotten.

Was Syria ideal? Or do we miss only what we can't ever get back? As we exchanged hugs and tears, I realized the strongest souls are the ones that keep smiling. She adds: ""It's not being in denial; being positive is a must.""",48.377 Me gusta,2023-03-07T22:00:14.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/334717048_903805784073461_2105941977584583979_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=MSf6j06H6gwAX99ooJf&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MzUwNjg5MjkwMzk4NTE0MA%3D%3D.2-ccb7-5&oh=00_AfA46asFeiW2evSsZS10ULPNlSilC5NtuF4rDcNVP64WZQ&oe=64169084&_nc_sid=6136e7,imagenpreuba30-1.jpg,"Photo by National Geographic on March 07, 2023. May be an image of 1 person and outdoors.",30
,,,,,,"Photo by Tomas van Houtryve @tomasvh | Early on a cold winter morning in Paris, hundreds of paddle boarders on the Seine River pass next to Notre Dame Cathedral. The interior of Notre Dame has been closed to the public since a devastating fire in April 2019, but it's scheduled to reopen at the end of 2024. For more photos and stories about Notre Dame, follow @tomasvh.
#notredamedeparis",76.268 Me gusta,2023-03-07T12:00:09.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/331894619_1554271235067674_4176467077979679368_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=B9Ik6-tO4WkAX8Dys1n&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MzIwNDg2NjM3MzY1MTQ1MA%3D%3D.2-ccb7-5&oh=00_AfAGH2iC5X4khgKBkh7eJAe7YgeZiJwwf7WunSOxNuSLsw&oe=6416D074&_nc_sid=6136e7,imagenpreuba31-1.jpg,"Photo by National Geographic on March 07, 2023. May be an image of 1 person and outdoors.",31
,,,,,,"Photos by @sofia_jaramillo5 | Shepherd Adriel Alvarado, from Peru, tracks his sheep near Hailey, Idaho. Each October, Hailey and the nearby town of Ketchum host the Trailing of the Sheep Festival, an agricultural fair that draws more than 25,000 people and over 3,000 sheep.

Sheepherding is tied to Basque settlers who brought their skills and traditions to Idaho. An estimated 15,000 people who are of Basque heritage live in the state, which teems with Basque culture.

For more on this story, see the link in bio and follow @sofia_jaramillo5. #sheep #idaho #travel",86.093 Me gusta,2023-03-07T02:00:12.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/334306250_582278967282159_7351822610678317548_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=iJs9MzItZNIAX8X9w87&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MjkwMjg4NzE1NTk4NDYyOQ%3D%3D.2-ccb7-5&oh=00_AfAWtozxzGdiXwqAg6Ev-WTyziNWiB2YeMMamVSstEKZbw&oe=64159DA8&_nc_sid=6136e7,imagenpreuba32-1.jpg,"Photo by National Geographic on March 06, 2023. May be an image of outdoors.",32
,,,,,,"Read the full story at the link in bio.

For children in wealthier nations, 80 will be the new 60. That means a life filled with day-to-day technological advances—and a new way of thinking about school, work, and retirement.

Photograph by Melanie Wenger, National Geographic",409.809 Me gusta,2023-03-06T22:00:12.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/331570829_1605920629887752_1106682226943683555_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=m4lYhbBGaPYAX8J3ICp&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1Mjc4MjA5MzU2NzA3ODIzNA%3D%3D.2-ccb7-5&oh=00_AfALH2AOYVr5-AxSSmW4qcbKE_HFSfWobLBQjNqzBSJjeQ&oe=64155363&_nc_sid=6136e7,imagenpreuba33-1.jpg,"Photo by National Geographic on March 06, 2023. May be an image of 2 people and text that says 'Today's newborns will likely live to 100. What will their lives be like?'.",33
,,,,,,"Photo by @paoloverzone | The mummy known as KV21B undergoes a CT scan at the Egyptian Museum in Cairo. This and another mummy, KV21A, were found in the KV21 tomb located in the Valley of the Kings. Discovered by Italian archaeologist and explorer Giovanni Belzoni in 1817, the tomb was later re-excavated by American archaeologist Donald P. Ryan in the 1980s. Some Egyptologists think KV21A and KV21B might be 18th dynasty queens, so further analysis of DNA samples and CT scans are being conducted to determine the mummies’ origins and family tree. Egyptian archaeologists such as Zahi Hawass consider KV21B a candidate for the body of Nefertiti. Read more about Egyptian-led projects that will shed light on the country’s rich past, including the Grand Egyptian Museum, at the link in bio. Follow @paoloverzone for more images and stories.",138.003 Me gusta,2023-03-06T17:00:10.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334228374_997684547878004_5556491032832337082_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Jl9PF4VmvOsAX-MNrAp&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MjYzMTA5Mjc1MTA3NDg2OQ%3D%3D.2-ccb7-5&oh=00_AfBQxjpYqbQK-mbCrVhsHR6j3-dXacZkBcO3psPE-QP1ig&oe=64154D28&_nc_sid=6136e7,imagenpreuba34-1.jpg,"Photo by National Geographic on March 06, 2023. May be an image of indoor.",34
,,,,,,"Photo by Muhammed Muheisen @mmuheisen | How small we appear against such monuments of history. At the ancient city of Petra, in Jordan, the towering edifice of Al Khazneh (the Treasury) is one of many facades carved into the mountains. For more photos and videos from different parts of the world, follow me @mmuheisen and @mmuheisenpublic. #MuhammedMuheisen #Jordan #الاردن #Petra",197.014 Me gusta,2023-03-06T12:00:12.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/330817037_1000648297987846_919881730033712781_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=dJR9WRY1K0cAX9LT2_K&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MjQ4MDEwNTM5ODA0ODQwNg%3D%3D.2-ccb7-5&oh=00_AfChvRdZVb0SImRrLfhgjBz9dmh0VAXqUqtzIiCCCnzTxA&oe=6416E541&_nc_sid=6136e7,imagenpreuba35-1.jpg,"Photo by National Geographic on March 06, 2023. May be an image of outdoors.",35
,,,,,,,,,,,,
,,,,,,"Photos by @renaeffendiphoto | Wedged among the Mediterranean Sea, Syria, and Israel, Lebanon has seen a brutal collapse of its vibrant liberal haven in the Middle East. The country’s deterioration has been rapid and painful. A severe economic crisis in 2019 caused more than half the population of a once middle-income nation to plunge into poverty within the span of a year or so. The arrival of COVID-19 worsened already desperate conditions. The Lebanese are a study in resilience but also of multigenerational trauma. In the March issue, an essay from Lebanese writer Rania Abouzeid examines the country’s breakdown and how the 2020 Beirut port explosion was its gravest manifestation. From the rich and aristocratic to the low income, all Lebanese are grappling with a confluence of crises—financial, security, and political.

(1) A group of women explores a fort known as the Sea Castle, built in the 13th century by the Crusaders, on the coastline of Sidon, Lebanon’s third largest city. Archaeological sites are found all along the ancient land’s shore.

(2) On August 4, 2020, an explosion at a Port of Beirut warehouse storing ammonium nitrate killed at least 218 people, injured thousands, and destroyed more than 85,000 properties. These grain silos absorbed some of the blast’s impact, shielding part of the capital from widespread damage.

(3) Ralph Mellehe’s family weeps over his coffin. Mellehe was part of a 10-person firefighting team dispatched to put out the blaze.

(4) In Batroun, modern restaurants and clubs exist alongside ancient ruins and historic churches.

(5) Hady Fowal, 12, joined a group of men who set up a roadblock of burning tires in March 2021 on the main highway to Tripoli as a protest of Lebanon’s deteriorating economic conditions.

(6) Lebanese relax in seawater pools at a beach resort in Chekka on the northern coast in September 2019. A month later, the nation’s economy crumbled.

Read the full story in the link in bio. #lebanon #beirut #crisis",125.816 Me gusta,2023-03-05T22:00:17.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/332841021_6111334788932013_1336005418155507383_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=IWC8JjWcOSgAX_4f3u3&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MjA1NzMyMjEyMjYxNDMzOA%3D%3D.2-ccb7-5&oh=00_AfDEyKtYIsf2wU_ZnlfuMQ7q-5fj8uCCp8Qb06cPsvFrsQ&oe=6415DFA0&_nc_sid=6136e7,imagenpreuba37-1.jpg,"Photo by National Geographic on March 05, 2023. May be an image of 4 people, people standing and outdoors.",37
,,,,,,"Photo by @gerdludwig | Ethereal and mysterious, fog envelops the old graveyard in Amoeneburg, a village rich in history and tradition in Hesse, Germany. Excavations in the area suggest that the region may have been settled during the New Stone Age.

Amidst the mist, dedicated relatives tend to the graves of their loved ones, their silhouettes barely visible against the wooden crosses. Their diligent efforts are a testament to the enduring bond between the living and the deceased, and the sun struggling to break through the fog is a symbol of hope and renewal in this timeless place.",63.347 Me gusta,2023-03-05T17:00:11.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/332385630_147968661487969_7359062704176161444_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=zE7YzhdHtScAX9SAJ19&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MTkwNjMyMDU1OTg2ODI4NQ%3D%3D.2-ccb7-5&oh=00_AfBWHtO-lLVXylobLPP74lXBk9psq-zkx1Ulk1ZQzbzuMg&oe=6415BA62&_nc_sid=6136e7,imagenpreuba38-1.jpg,"Photo by National Geographic on March 05, 2023. May be an image of 2 people and outdoors.",38
,,,,,,"Photo by @michaelchristopherbrown | Rangers at Virunga National Park headquarters in Rumangabo, Democratic Republic of the Congo, train two bloodhounds and a spaniel, both breeds essential in the battle to prevent poaching inside the park. In the right conditions, bloodhounds can trace a human scent up to ten kilometers (6 mi) and even for several days afterward. The spaniels are primarily used to trace weapons and ivory. Their caretakers are among the 700+ Virunga rangers, heroes risking their lives to protect endangered animals, such as the several hundred mountain gorillas who live there, in the name of conservation. More than 200 rangers have been killed in the line of duty.",77.157 Me gusta,2023-03-05T12:00:13.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/334087492_220515763779247_1306527649876614460_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=NZunJrtoHz4AX8jUcZa&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MTc1NTMzNjMxMTE3MTgwMQ%3D%3D.2-ccb7-5&oh=00_AfC8r8X8xUyCpVlvef1MWaSRXYO4t8JH2ZMOMpixfbqAkA&oe=6416134D&_nc_sid=6136e7,imagenpreuba39-1.jpg,"Photo by National Geographic on March 05, 2023. May be an image of ‎3 people, dog, outdoors and ‎text that says '‎محی‎'‎‎.",39
,,,,,,"Photo by @martinschoeller | In 2022 I began a series photographing and sharing the experiences of Native peoples in America. The portraits were taken at the Gathering of Nations, the largest powwow in North America. This is Jessica R. Bojorquez of California's La Jolla Band of Luiseño Indians:

“I learned later on in life that I was Native. My parents didn’t tell us, because back in the day—my grandparents’ generation—it was even worse to be Native than it was to be Black in Southern California. Natives weren't allowed in town; we had bounties on our heads. A lot of Natives transferred over to the Spanish side [Mexico]. They went across the border and portrayed themselves as Mexicans—that way they could go into town and buy things and not be killed, in other words.""

For more portraits and stories in this series, follow me @martinschoeller.",56.259 Me gusta,2023-03-05T01:00:13.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/332087836_861350481828489_3360498577790815157_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=2N_cTa-ViA8AX8GxlIy&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MTQyMzE1MTgzMDE0OTc2NA%3D%3D.2-ccb7-5&oh=00_AfAkNLlwhRNfy6by998CZ9EIZsUdEVDPrkzGi76JMoiXvw&oe=6415E92D&_nc_sid=6136e7,imagenpreuba40-1.jpg,"Photo by National Geographic on March 04, 2023. May be a closeup of 1 person.",40
,,,,,,"Photos by @babaktafreshi | I have peaceful memories of this 2010 evening in a Kurdish village in Iran, including a group of curious children following me around while I photographed the cultural landscape of Hawraman, a World Heritage site.

Today Kurdish cities are the beating heart of protests against the Islamic Republic of Iran and its brutal treatment toward unarmed protesters. The uprising was triggered last September by the death of Mahsa Amini, a Kurdish woman who died in police custody. Protesters have embraced the slogan “Woman, Life, Freedom,” which has roots in female militias fighting against ISIS. Kurds are an ethnic group whose culture is thousands of years old; their influence can be found in Persian music, language, and traditions. They are native to the Zagros Mountains, which span Iran, Iraq, and Turkey. Most of the estimated 40 million Kurds worldwide reside in these three countries, as well as Syria. #iranprotests #MahsaAmini #womanlifefreedom",184.734 Me gusta,2023-03-04T22:00:14.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/334176802_894620475209449_5377659355924102231_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=dwf5YsfsnTsAX9pBbBT&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MTMzMjUzNzYyNTI4OTUwNQ%3D%3D.2-ccb7-5&oh=00_AfC8LqMuHw_8in7YaDr5Txoj55dZyxLdhozHEVjKeXkohw&oe=6415DD0A&_nc_sid=6136e7,imagenpreuba41-1.jpg,"Photo by National Geographic on March 04, 2023. May be an image of mountain and sky.",41
,,,,,,"Photo by @bertiegregory | Despite being one of the most numerous fish groups on the planet, lantern fish are rarely seen—and thus little is known about them. They undertake a daily vertical migration: they come to the surface at night, returning to the deep during the day. Occasionally, for reasons we don’t understand, they get caught at the surface and a feeding frenzy develops. Photographed for my new show, now streaming on @disneyplus. #EpicAdventuresWithBertieGregory",208.241 Me gusta,2023-03-04T17:00:13.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/332982072_918111419384700_1441294666345211388_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=Xbt3ClIBu0EAX-GDq-Y&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MTE4MTU0ODYxMjA4NDk4MQ%3D%3D.2-ccb7-5&oh=00_AfBJqoOlJ5MzrGa8dk-dxVUwWwSuc8Fn8CtwaW2LDVg81g&oe=6415C99C&_nc_sid=6136e7,imagenpreuba42-1.jpg,"Photo by National Geographic on March 04, 2023. May be an image of food.",42
,,,,,,"Photo by @jasperdoest | Sometimes you come across people who brighten your world. Mert Akkök is one of those. We came across him as Floortje Dessing and I traveled overland from Amsterdam to Nepal in search of human-animal relationship stories.

Akkök plays the flute for his beloved animals in his living room, a place of solace and comfort for the 70+ strays he has welcomed and rescued on his farm just south of Istanbul. He joined a growing number of city dwellers moving to the countryside, where he cares for his four-legged friends. His blind horse, Reyhan, is drawn to the mellow sounds of the music and has even damaged his saxophone in her enthusiasm.

Through it all, Akkök's door remains open, providing his furry family with a safe haven. “We enjoy each other's company,” he says. “They're like my kids now, and I would only give them to decent and good people who can take very good care of them.”

Follow me @jasperdoest for more on the relationship between humankind and nature. #compassion #humananimalbond",111.047 Me gusta,2023-03-04T12:00:12.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/334155135_593728272773299_9167901433211098719_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=G0q72typx2wAX_EnLAW&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MTAzMDU1NzQ2Nzc1NDYyNg%3D%3D.2-ccb7-5&oh=00_AfDmkd-iRUFsl2rk76TJTz_MzqwNeym9sf2RWSrkKBEWWw&oe=64167F5E&_nc_sid=6136e7,imagenpreuba43-1.jpg,"Photo by National Geographic on March 04, 2023. May be an image of 1 person and indoor.",43
,,,,,,"Photo by @joelsartore | This adorable critter is a baby American badger photographed at Nebraska's @newildliferehab. In the wild this little one would belong to a litter, born in early spring. Blind at birth and almost completely helpless, baby badgers are nursed by mom until they are two to three months old. Despite their vulnerable state, youngsters may emerge from the den as early as five weeks old, but won’t fully venture out on their own until the six-month mark. To see more species featured in the Photo Ark follow me @joelsartore. #badger #baby #animal #wildlife #photography #PhotoArk #WorldWildlifeDay",103.404 Me gusta,2023-03-04T04:00:11.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/333763068_168599792595129_8304413530671614497_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=VewRAZ6eIEQAX-iNEJE&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MDc4ODk0OTQxNzY3MzUyMA%3D%3D.2-ccb7-5&oh=00_AfDL22nx9eUHWEb3iIKPlqA3JZawJ9YIqY-kfhWiHE-STQ&oe=64162A8A&_nc_sid=6136e7,imagenpreuba44-1.jpg,"Photo by National Geographic on March 03, 2023. May be an image of indoor.",44
,,,,,,"Photo by @beverlyjoubert | They're alert and watchful even during a thirst-quenching stopover at a rainwater pan in Botswana’s Okavango Delta. Though lions don’t need to drink every day—they can rely on the blood of their prey for a good portion of their moisture requirements—a convenient water source in the heat of the day is not to be passed up. I've witnessed so many fierce and violent facets of lion life, making a peaceful moment of rest and refreshment soothing to observe. To see more of my work, follow me @beverlyjoubert. #lions #bigcats #bigcatconservation #WorldWildlifeDay",182.431 Me gusta,2023-03-04T01:00:12.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/333977605_1131678740842563_9060033674932050884_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=BJ_bB3etiv0AX9aa3Yh&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MDY5ODM1NzIxNjA4MzQ4NA%3D%3D.2-ccb7-5&oh=00_AfAp-KKLm2SRyV2Fieu7ShKDQei7MCpH1yn7mEsk_bqkKA&oe=64164F0D&_nc_sid=6136e7,imagenpreuba45-1.jpg,"Photo by National Geographic on March 03, 2023. May be an image of big cat and nature.",45
,,,,,,"Photo by @brianskerry | A sperm whale calf swims beneath her mother in the eastern Caribbean Sea. Sperm whale families are matrilineal and led by the older, wiser females of the group. For the full story on whale culture, see the link in bio. #WorldWildlifeDay",97.965 Me gusta,2023-03-03T22:00:11.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334523264_959910172083273_1717569239838655702_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=V-AF9yQ9Id4AX8hV4BZ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MDYwNzc2MzkzMjI3ODk4Mg%3D%3D.2-ccb7-5&oh=00_AfCC6QL1l45KlhqCuD7rcv0iJHt661SB_V17AmN3Fgsy-A&oe=64161B5E&_nc_sid=6136e7,imagenpreuba46-1.jpg,"Photo by National Geographic on March 03, 2023. May be an image of outdoors.",46
,,,,,,"Photo by Javier Aznar @javier_aznar_photography | This portrait of a chachi tree frog (Boana picturata) was photographed in the Ecuadorian Chocó. Although the species is common in some areas, there is little data about it. A recent study that called the frog ""an underexplored source of bioactive peptides"" found three new antimicrobial peptide families in the skin secretions of the frog—a reminder that we must protect its habitat. As we bring many animals to extinction, we are destroying opportunities to find cures for diseases such as cancer and to discover new antibiotics for multiresistant bacteria among other substances.

Thanks to nonprofits such as @fundacion.jocotoco, this region of Ecuador and the species that inhabit it have a chance to survive. Follow @javier_aznar_photography to discover some of the animals in the rainforests of South America. #ecuador #frog #animals #wildebeest
#WorldWildlifeDay",130.400 Me gusta,2023-03-03T17:00:13.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/334175875_593375595690964_1207772756126782245_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=DWHf4rMkm80AX_Ugv1S&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA1MDQ1Njc4MzM0MTAxMjEzMQ%3D%3D.2-ccb7-5&oh=00_AfBldnq9HxTb4aXEam5F5sb8DnqKaB3nKtZiTGgPUa5bFA&oe=6415F6C4&_nc_sid=6136e7,imagenpreuba47-1.jpg,"Photo by National Geographic on March 03, 2023.",47
