pg_direccion,pg_nombre,pg_descripcion,pg_numero_de_publicaciones,pg_seguidores,pg_seguidos,ph_descripcion,ph_likes,ph_fecha,ph_url,ph_nombre,ph_atributos,ph_numerado
,,,,,,"Photos by @renan_ozturk | A National Geographic team has made the first ascent of Mount Michael, an isolated active volcano in the South Sandwich Islands. Hampered by the region’s notorious winds and fickle weather, the expedition endured an 1,100-nautical-mile Atlantic Ocean passage followed by a glaciated mountain climb to get the first glimpse inside the summit's crater.

In these images: The volcano rises more than 3,000 feet (900 m).

The Australis, a 75-foot steel-hulled vessel, supported the team throughout the monthlong expedition. Guide Carla Perez looks out from its bow. Traveling against the prevailing winds, the return journey from Saunders Island lasted nearly two weeks.

The base camp’s tenuous perch on Saunders Island. Keeping tents properly tethered required hours of work each day.

The team steals a quick rest 300 feet below the summit during the ascent. The combination of humidity and wind caused rime, or bits of granular ice, to quickly form on clothing and equipment, making hypothermia a constant risk.

As gusts pummel her tent, volcanologist Emma Nicholson carefully melts each snow sample and adds a chemical agent to preserve the composition for study back home in the lab.

Unloading equipment on the beach at Saunders Island, home to an array of wildlife including chinstrap penguins, elephant seals, and giant albatross.

Read the full story at the link in bio.",92.888 Me gusta,2023-02-28T02:00:13.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/333186673_522765623374675_4586817868017241395_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=5ydChAdEmgcAX-uKCBT&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NzgyOTQ1NDczOTY0OTcxNw%3D%3D.2-ccb7-5&oh=00_AfCtJshs_pKimTDujcV0rOEOlEm2v9vBvubV83H4j4e4pg&oe=641739C7&_nc_sid=6136e7,imagenpreubaH65-2.jpg,"Photo by National Geographic on February 27, 2023. May be an image of 1 person and body of water.",65
,,,,,,"Photos by @renan_ozturk | A National Geographic team has made the first ascent of Mount Michael, an isolated active volcano in the South Sandwich Islands. Hampered by the region’s notorious winds and fickle weather, the expedition endured an 1,100-nautical-mile Atlantic Ocean passage followed by a glaciated mountain climb to get the first glimpse inside the summit's crater.

In these images: The volcano rises more than 3,000 feet (900 m).

The Australis, a 75-foot steel-hulled vessel, supported the team throughout the monthlong expedition. Guide Carla Perez looks out from its bow. Traveling against the prevailing winds, the return journey from Saunders Island lasted nearly two weeks.

The base camp’s tenuous perch on Saunders Island. Keeping tents properly tethered required hours of work each day.

The team steals a quick rest 300 feet below the summit during the ascent. The combination of humidity and wind caused rime, or bits of granular ice, to quickly form on clothing and equipment, making hypothermia a constant risk.

As gusts pummel her tent, volcanologist Emma Nicholson carefully melts each snow sample and adds a chemical agent to preserve the composition for study back home in the lab.

Unloading equipment on the beach at Saunders Island, home to an array of wildlife including chinstrap penguins, elephant seals, and giant albatross.

Read the full story at the link in bio.",92.888 Me gusta,2023-02-28T02:00:13.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/333311767_1629412670816944_7801821794725591015_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=-ppWDlAXsooAX88HvM8&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NzgyOTQ0OTE0NDQ2NDUzNg%3D%3D.2-ccb7-5&oh=00_AfAy_lS1ntXuhkf3yZpq9-FkoZEpYtimWG7gyzLJoldYxg&oe=64163D4A&_nc_sid=6136e7,imagenpreubaH65-3.jpg,"Photo by National Geographic on February 27, 2023. May be an image of 1 person and nature.",65
,,,,,,"Photos by @renan_ozturk | A National Geographic team has made the first ascent of Mount Michael, an isolated active volcano in the South Sandwich Islands. Hampered by the region’s notorious winds and fickle weather, the expedition endured an 1,100-nautical-mile Atlantic Ocean passage followed by a glaciated mountain climb to get the first glimpse inside the summit's crater.

In these images: The volcano rises more than 3,000 feet (900 m).

The Australis, a 75-foot steel-hulled vessel, supported the team throughout the monthlong expedition. Guide Carla Perez looks out from its bow. Traveling against the prevailing winds, the return journey from Saunders Island lasted nearly two weeks.

The base camp’s tenuous perch on Saunders Island. Keeping tents properly tethered required hours of work each day.

The team steals a quick rest 300 feet below the summit during the ascent. The combination of humidity and wind caused rime, or bits of granular ice, to quickly form on clothing and equipment, making hypothermia a constant risk.

As gusts pummel her tent, volcanologist Emma Nicholson carefully melts each snow sample and adds a chemical agent to preserve the composition for study back home in the lab.

Unloading equipment on the beach at Saunders Island, home to an array of wildlife including chinstrap penguins, elephant seals, and giant albatross.

Read the full story at the link in bio.",92.888 Me gusta,2023-02-28T02:00:13.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/333410466_1126901345377194_6931288349463712187_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=JrPh5IrxUioAX-9_3J4&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NzgyOTQ0ODU5MDcxMDMzMA%3D%3D.2-ccb7-5&oh=00_AfBlU9UWYJmtSiraFwXQWb8jyzwnadL1hrP6EUtzIIGlJA&oe=641734D1&_nc_sid=6136e7,imagenpreubaH65-4.jpg,"Photo by National Geographic on February 27, 2023. May be an image of 3 people.",65
,,,,,,,,,,,,
,,,,,,"Photo by Muhammed Muheisen @mmuheisen | This is Hamzeh, a lion that was rescued from a zoo outside Aleppo, Syria, in 2017. Since then he has been rehabilitated and is living at the Al Ma’wa Wildlife Reserve in Jerash, Jordan. The reserve belongs to Al Ma’wa for Nature and Wildlife, part of the Princess Alia Foundation that provides emergency medical treatment, rehabilitation, and rehoming for animals. For more photos and videos from different parts of the world, follow me @mmuheisen and @mmuheisenpublic. #MuhammedMuheisen #Jordan #Sanctuary #Wildlife",185.492 Me gusta,2023-02-27T23:00:14.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/333722110_223202843479980_5168413621276378040_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=LtCiyDEoqZYAX-1045k&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NzczODg3MzgyODE4NDc4Mw%3D%3D.2-ccb7-5&oh=00_AfD9c24WytfUpMbFDlNNDn9VEoXoP1oxjZJ89-mo8Ul86Q&oe=641733D9&_nc_sid=6136e7,imagenpreubaH66-1.jpg,"Photo by National Geographic on February 27, 2023. May be an image of big cat.",66
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Read the full story at the link in bio.

A National Geographic team has made the first ascent of the remote Mount Michael, looking for a lava lake in the volcano’s crater.

Photograph By Renan Ozturk @renan_ozturk",112.523 Me gusta,2023-02-27T16:51:18.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/333410454_883570219529838_4494459516390969620_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=BbmcADjO4TYAX8Z-DkJ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NzU1MzI0MzYzMTI4MTQ4OA%3D%3D.2-ccb7-5&oh=00_AfA1Ow9XtnT2ut1dIUqp9PMGW8qHmxTA84GMgCll8E3vxg&oe=6416EDB5&_nc_sid=6136e7,imagenpreubaH68-1.jpg,"Photo shared by National Geographic on February 27, 2023 tagging @natgeoadventure. May be an image of sky and text that says 'A Nat Geo team made the first ascent of Earth's loneliest volcano. What we found was extraordinary.'.",68
,,,,,,,,,,,,
,,,,,,"Photo by Robin Hammond @hammond_robin | “I had to flee Uganda, because my life was in danger,” says Tasha, a transgender woman. She went to Kenya, hoping she’d find safety and acceptance. She quickly came to realize that transphobia was a real threat there too. “I only move out if it’s really important—very, very important—because I’m scared for my life.” Tasha posed for my long-term project, Where Love Is Illegal. She appears on the cover of my new book of the same name. You can see her story and many others at @whereloveisillegal.

This portrait was photographed using a large-format camera on instant film.",189.677 Me gusta,2023-02-27T12:00:11.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/333421870_605067704358437_706102677396837708_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=_1B1tOguArEAX8bhEyc&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NzQwNjY2MTMzODMwNTUyMA%3D%3D.2-ccb7-5&oh=00_AfBOV0lLsLwyak7ZbboOtEWoRxqvyQW80pP3VmoF0qiPrg&oe=641739AF&_nc_sid=6136e7,imagenpreubaH69-1.jpg,"Photo by National Geographic on February 27, 2023. May be a closeup of 1 person.",69
,,,,,,,,,,,,
,,,,,,"Photo by @richardbarnes | I have been photographing a National Geographic story on repatriation for the past 3 years. Repatriation concerns the return of objects mostly from European and American museums to the countries or peoples that originally produced them. Some of the artifacts were given under duress, and others were looted outright, but still others, such as the Nefertiti bust, now in the Neues Museum in Berlin, may have been obtained legally. It's no secret that colonial powers were rapacious in the theft of objects sacred to the people who created them—from the Benin Bronzes looted in a British raid in 1897 to the Mandu Yenu throne, whose return the Bamun kings in Cameroon have been seeking for decades. It's a complicated and nuanced debate: Some former colonial powers, along with museums including the Smithsonian Institution, embrace return or transfer of control, and others justify their position by claiming that many of the objects in their collections would never have been preserved if it were not for a globe-trotting curator or colonial overlord who recognized their value and saved them from neglect or ruin. Nonetheless, I have witnessed a sea change since I started this project, with many museum directors, curators, and concerned government officials advocating for return in as conscientious and equitable a way as possible. It's never too late. Read the full story at the link in bio.",106.453 Me gusta,2023-02-27T01:00:11.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/333090551_723697816021777_5095500227314599087_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=_D6x5OutZb0AX8vhIk8&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NzA3NDQ3Njc5NzY2Mjc5NQ%3D%3D.2-ccb7-5&oh=00_AfDX-xg0Qjrf7OZiHv0YlIB9_MvlW5yuTR_g5vEV_fufTw&oe=6416A7BA&_nc_sid=6136e7,imagenpreubaH70-1.jpg,"Photo by National Geographic on February 26, 2023. May be an image of 3 people and indoor.",70
,,,,,,,,,,,,
,,,,,,"Read the full story at the link in bio.

Human composting, water cremation, and green burials are gaining traction as people seek to minimize their environmental impact in death.

Photograph by Mat Hayward, Getty Images For Recompose",253.008 Me gusta,2023-02-26T22:00:09.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/333478822_699158571944277_8390186985471812495_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=109&_nc_ohc=_suPLIrDWcoAX9gs3EI&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0Njk4Mzg3NTQwMTk5Njk0OQ%3D%3D.2-ccb7-5&oh=00_AfC4XgYD4QwTxNiKL0seEZ03AHCmQ6ZgcMVv173mWxzp6Q&oe=64177404&_nc_sid=6136e7,imagenpreubaH71-1.jpg,"Photo by National Geographic on February 26, 2023. May be an image of text that says 'വනടടിയം Rest in... in compost? These ""green funerals"" offer an eco-friendly afterlife.'.",71
,,,,,,,,,,,,
,,,,,,"Photo by @paoloverzone | A member of the conservation team at the temple of Amenhotep III, in Luxor, Egypt, uses air pressure to clean an alabaster statue. The mortuary temple was Thebes’s largest funeral complex. Only parts of its design remain, including the Colossi of Memnon, two large stone statues measuring nearly 60 feet (18 m) in height. A team of German-Egyptian researchers led by archaeologist Hourig Sourouzian has been digging at this incredible site for years. Read the full story at the link in bio and follow @paoloverzone for more images and stories.",64.768 Me gusta,2023-02-26T17:00:13.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/333833279_946511249676851_4468529475856089512_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=111&_nc_ohc=MmG3xRT4hV4AX_g8lLv&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NjgzMjg5NzA4NDkxMTc1MQ%3D%3D.2-ccb7-5&oh=00_AfA8B0Eou_68FlwkNvK58KGjqCcHsLsgp58d59LCeTscaw&oe=64173812&_nc_sid=6136e7,imagenpreubaH72-1.jpg,"Photo by National Geographic on February 26, 2023. May be an image of 1 person and outdoors.",72
,,,,,,,,,,,,
,,,,,,"Photos by @nadiashiracohen | Eight months ago, I seemingly released effortlessly the dock lines of our 50-foot catamaran, Takaroa (""sea god"" in Maori), from its berth just outside of Rome. As we set off to circumnavigate the globe for three years, I knew nothing about sailing—only that boats made me queasy. Now my husband (an experienced sailor) and I trade off two-hour night watches on long passages. Nights blur into days—days we tend to lose track of, along with time zones. We homeschool our two children, Rafael and Olivia, although books seem futile compared to the experience of living in symbiosis with nature. After years of realizing carefully researched stories, my camera is now turned both inward and outward, dictated by the course of our exploration.

In August we stopped over at Mindelo, Cape Verde (above), where a tugboat stranded during rough weather in 2011 has been slowly sinking into the bay. It's costly to dispose of wrecks, so abandoned boats both small and large litter the islands of Cape Verde.

In January, near Port Williams, Chile, we rescued a baby duck that seemed lost. We scooped it up, offering water and bread. When it had built up its strength and began quacking, we set it out on the deck so that its mother might hear it. Sure enough, shortly thereafter, she passed by and the family was reunited.

In November, while docked at Mar del Plata, Argentina, Rafael looks out at a sea lion from his bedroom hatch.

In Punta del Este, Uruguay, a bird and a sea lion near a fish market await scraps.

In Barra Grande, Brazil, on October 3, Olivia roasts marshmallows at a beach in Bahia reachable only by boat—and therefore deserted.

In Patagonia, Argentina, Perito Moreno, one of the few advancing glaciers in the world, constantly calves ice. On a December morning, we witnessed several spectacular chunks fall into the water, followed by loud cracking noises and reverberating waves.

To follow my trip, go to @nadiashiracohen.",101.919 Me gusta,2023-02-26T12:00:14.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/332794948_659448202604248_7390572282999986219_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=104&_nc_ohc=vISQADMJvf4AX8LblZv&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NjY4MTg5OTc1ODY3NTk4Nw%3D%3D.2-ccb7-5&oh=00_AfD7ROFE5QJZJQzBxIFR-EOyaEwKNkalrsttiCGF0ZhjnA&oe=6417282A&_nc_sid=6136e7,imagenpreubaH73-1.jpg,"Photo by National Geographic on February 26, 2023.",73
,,,,,,"Photos by @nadiashiracohen | Eight months ago, I seemingly released effortlessly the dock lines of our 50-foot catamaran, Takaroa (""sea god"" in Maori), from its berth just outside of Rome. As we set off to circumnavigate the globe for three years, I knew nothing about sailing—only that boats made me queasy. Now my husband (an experienced sailor) and I trade off two-hour night watches on long passages. Nights blur into days—days we tend to lose track of, along with time zones. We homeschool our two children, Rafael and Olivia, although books seem futile compared to the experience of living in symbiosis with nature. After years of realizing carefully researched stories, my camera is now turned both inward and outward, dictated by the course of our exploration.

In August we stopped over at Mindelo, Cape Verde (above), where a tugboat stranded during rough weather in 2011 has been slowly sinking into the bay. It's costly to dispose of wrecks, so abandoned boats both small and large litter the islands of Cape Verde.

In January, near Port Williams, Chile, we rescued a baby duck that seemed lost. We scooped it up, offering water and bread. When it had built up its strength and began quacking, we set it out on the deck so that its mother might hear it. Sure enough, shortly thereafter, she passed by and the family was reunited.

In November, while docked at Mar del Plata, Argentina, Rafael looks out at a sea lion from his bedroom hatch.

In Punta del Este, Uruguay, a bird and a sea lion near a fish market await scraps.

In Barra Grande, Brazil, on October 3, Olivia roasts marshmallows at a beach in Bahia reachable only by boat—and therefore deserted.

In Patagonia, Argentina, Perito Moreno, one of the few advancing glaciers in the world, constantly calves ice. On a December morning, we witnessed several spectacular chunks fall into the water, followed by loud cracking noises and reverberating waves.

To follow my trip, go to @nadiashiracohen.",101.919 Me gusta,2023-02-26T12:00:14.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/333272087_592211325775951_2589834498440135660_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=91rO9XtoaIYAX8ZfalA&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NjY4MTg5NjQ3MDM5MDY5MQ%3D%3D.2-ccb7-5&oh=00_AfAeF_Jgo_BDJRiZw5TOon55zGTxQV53-YyT3tbqsRzfQQ&oe=64171CD5&_nc_sid=6136e7,imagenpreubaH73-2.jpg,"Photo by National Geographic on February 26, 2023. May be an image of 1 person, dog and indoor.",73
,,,,,,"Photos by @nadiashiracohen | Eight months ago, I seemingly released effortlessly the dock lines of our 50-foot catamaran, Takaroa (""sea god"" in Maori), from its berth just outside of Rome. As we set off to circumnavigate the globe for three years, I knew nothing about sailing—only that boats made me queasy. Now my husband (an experienced sailor) and I trade off two-hour night watches on long passages. Nights blur into days—days we tend to lose track of, along with time zones. We homeschool our two children, Rafael and Olivia, although books seem futile compared to the experience of living in symbiosis with nature. After years of realizing carefully researched stories, my camera is now turned both inward and outward, dictated by the course of our exploration.

In August we stopped over at Mindelo, Cape Verde (above), where a tugboat stranded during rough weather in 2011 has been slowly sinking into the bay. It's costly to dispose of wrecks, so abandoned boats both small and large litter the islands of Cape Verde.

In January, near Port Williams, Chile, we rescued a baby duck that seemed lost. We scooped it up, offering water and bread. When it had built up its strength and began quacking, we set it out on the deck so that its mother might hear it. Sure enough, shortly thereafter, she passed by and the family was reunited.

In November, while docked at Mar del Plata, Argentina, Rafael looks out at a sea lion from his bedroom hatch.

In Punta del Este, Uruguay, a bird and a sea lion near a fish market await scraps.

In Barra Grande, Brazil, on October 3, Olivia roasts marshmallows at a beach in Bahia reachable only by boat—and therefore deserted.

In Patagonia, Argentina, Perito Moreno, one of the few advancing glaciers in the world, constantly calves ice. On a December morning, we witnessed several spectacular chunks fall into the water, followed by loud cracking noises and reverberating waves.

To follow my trip, go to @nadiashiracohen.",101.919 Me gusta,2023-02-26T12:00:14.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/333490551_9449943161684227_3139817799666519058_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=21_Su5JBwwwAX8Y5ZFf&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NjY4MTkwMjEwNzQzNjk0OQ%3D%3D.2-ccb7-5&oh=00_AfCqFEgPCGCXuIJ40ZWUUQkCusLK79lSu3y3sB33fk4Z7Q&oe=641788D2&_nc_sid=6136e7,imagenpreubaH73-3.jpg,"Photo by National Geographic on February 26, 2023. May be an image of body of water and nature.",73
,,,,,,"Photos by @nadiashiracohen | Eight months ago, I seemingly released effortlessly the dock lines of our 50-foot catamaran, Takaroa (""sea god"" in Maori), from its berth just outside of Rome. As we set off to circumnavigate the globe for three years, I knew nothing about sailing—only that boats made me queasy. Now my husband (an experienced sailor) and I trade off two-hour night watches on long passages. Nights blur into days—days we tend to lose track of, along with time zones. We homeschool our two children, Rafael and Olivia, although books seem futile compared to the experience of living in symbiosis with nature. After years of realizing carefully researched stories, my camera is now turned both inward and outward, dictated by the course of our exploration.

In August we stopped over at Mindelo, Cape Verde (above), where a tugboat stranded during rough weather in 2011 has been slowly sinking into the bay. It's costly to dispose of wrecks, so abandoned boats both small and large litter the islands of Cape Verde.

In January, near Port Williams, Chile, we rescued a baby duck that seemed lost. We scooped it up, offering water and bread. When it had built up its strength and began quacking, we set it out on the deck so that its mother might hear it. Sure enough, shortly thereafter, she passed by and the family was reunited.

In November, while docked at Mar del Plata, Argentina, Rafael looks out at a sea lion from his bedroom hatch.

In Punta del Este, Uruguay, a bird and a sea lion near a fish market await scraps.

In Barra Grande, Brazil, on October 3, Olivia roasts marshmallows at a beach in Bahia reachable only by boat—and therefore deserted.

In Patagonia, Argentina, Perito Moreno, one of the few advancing glaciers in the world, constantly calves ice. On a December morning, we witnessed several spectacular chunks fall into the water, followed by loud cracking noises and reverberating waves.

To follow my trip, go to @nadiashiracohen.",101.919 Me gusta,2023-02-26T12:00:14.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/332818470_586088679819735_4334197757900851717_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=_ebLmECd1YgAX-0qa6O&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NjY4MTkwMzY1OTI2NTY5Mw%3D%3D.2-ccb7-5&oh=00_AfAy7AMrjAXcok-oni1HJZQbxygFGSOgdGLgA2D_Nx1i5A&oe=64167DFC&_nc_sid=6136e7,imagenpreubaH73-4.jpg,"Photo by National Geographic on February 26, 2023. May be an image of 1 person, fire, outdoors and palm trees.",73
,,,,,,,,,,,,
,,,,,,"Photos by Javier Aznar @javier_aznar_photography | Did you know that some spiders take care of their eggs and babies, and some even transport the babies on their backs?
Spider egg sacs are multilayered and complex structures that physically protect the eggs and hatchlings against predators and parasitoids, as well as changing temperatures. Here you can see some examples that I photographed in the Ecuadorian Amazon.

Suspended by a thread of silk, a thorned heart orb weaver spider (Micrathena clypeata) builds her egg case in the Amazon rainforest near Tena, Ecuador.

A female orb weaver spider (Rubrepeira rubronigra) takes care of an egg sac among the vegetation near Tena, Ecuador.

A female orb weaver spider (Micrathena kirbyi) constructs an egg sac over a leaf in Yasuní, Ecuador.

Find more about these mesmerizing animals in the March issue of the magazine and at the link in bio.

Follow @javier_aznar_photography to learn more about spiders and other small creatures. #spiders #mother #eggs #orbweaver",137.096 Me gusta,2023-02-26T01:00:15.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/333082232_745714777068838_2724295767295481463_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=110&_nc_ohc=qiEK0KrdZY8AX8YjJqK&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NjM0OTY5ODcxODM0MjgxNw%3D%3D.2-ccb7-5&oh=00_AfDdw3Cwwi0Dzx36B9ngNAasQi4ppfFb8P9rs9uy6I4JHg&oe=641687DD&_nc_sid=6136e7,imagenpreubaH74-1.jpg,"Photo by National Geographic on February 25, 2023. May be a closeup of nature.",74
,,,,,,"Photos by Javier Aznar @javier_aznar_photography | Did you know that some spiders take care of their eggs and babies, and some even transport the babies on their backs?
Spider egg sacs are multilayered and complex structures that physically protect the eggs and hatchlings against predators and parasitoids, as well as changing temperatures. Here you can see some examples that I photographed in the Ecuadorian Amazon.

Suspended by a thread of silk, a thorned heart orb weaver spider (Micrathena clypeata) builds her egg case in the Amazon rainforest near Tena, Ecuador.

A female orb weaver spider (Rubrepeira rubronigra) takes care of an egg sac among the vegetation near Tena, Ecuador.

A female orb weaver spider (Micrathena kirbyi) constructs an egg sac over a leaf in Yasuní, Ecuador.

Find more about these mesmerizing animals in the March issue of the magazine and at the link in bio.

Follow @javier_aznar_photography to learn more about spiders and other small creatures. #spiders #mother #eggs #orbweaver",137.096 Me gusta,2023-02-26T01:00:15.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/333176312_1655916864861318_9126396964622116840_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=N9xH-4gpwHMAX93GlBC&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NjM0OTcxODkwMTIzOTI1OQ%3D%3D.2-ccb7-5&oh=00_AfA191NWOhC_vfxajRlRjMMfrVr7Y1SCAgcgxewuUDee5Q&oe=64166BB1&_nc_sid=6136e7,imagenpreubaH74-2.jpg,"Photo by National Geographic on February 25, 2023. May be an image of nature.",74
,,,,,,,,,,,,
,,,,,,"Photo by David Guttenfelder @dguttenfelder | A view over the coastline of Mahé, the largest island in the Seychelles. To boost the archipelago's resilience in the face of climate change and what's known as a blue economy—a sustainable living from the sea—the Seychelles exchanged its mounting national debt for dedicated ocean protection. In the “debt for nature” swap, the Nature Conservancy, a U.S. nonprofit, took on the debt in exchange for protection of its ocean areas. The initial pledge included creating 13 marine protected areas.",87.619 Me gusta,2023-02-25T22:00:13.000Z,https://scontent-mad2-1.cdninstagram.com/v/t51.2885-15/332832539_1298914784357912_1337002770003334101_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=vaZlKF0W7OoAX-rL5XH&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NjI1OTEyMDU1ODQ4ODI1MQ%3D%3D.2-ccb7-5&oh=00_AfB1IgNUB--YdCYav8ROPNiz2pqT73oK1zCLjlHM3LQ_pw&oe=64162830&_nc_sid=6136e7,imagenpreubaH75-1.jpg,"Photo by National Geographic on February 25, 2023. May be an image of coast, ocean and nature.",75
,,,,,,,,,,,,
,,,,,,"Photos by @kholoodeid | While the majority of my professional and personal work has revolved around humans, dogs bring the joy, levity, and inspiration that makes me complete.

Oddly enough, I grew up terrified of dogs. Now I can hardly remember my life before adopting Professor, the ridiculous Westie mix in these photos. She's a hilarious and sweet girl I took home on my first day of grad school and has been my constant companion ever since.

I try to use photography as a way not only to understand our world but also as a form of healing for those I encounter. Now I'm using it as a form of healing for myself by incorporating joy and levity in my life on a more regular basis. In awe of these magnificent creatures, I aim to capture a glimpse of their amazingly unique personalities. Dogs featured in this post: Sora, Professor, Bosco, and Ryder.

Follow along at @wetnosepawject for more portraits, outtakes, and shenanigans.",252.712 Me gusta,2023-02-25T17:00:14.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/332913222_597924641795478_6817101124795110821_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=hNex34xM5wAAX8YO84y&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NjEwODEyMTAwMTUzMDg2Ng%3D%3D.2-ccb7-5&oh=00_AfB4TWNv8HSHTLosWaSmwrYjW7NxwbdhWS68E-TGqO0Rvg&oe=64172A1C&_nc_sid=6136e7,imagenpreubaH76-1.jpg,"Photo by National Geographic on February 25, 2023. May be an image of dog and indoor.",76
,,,,,,"Photos by @kholoodeid | While the majority of my professional and personal work has revolved around humans, dogs bring the joy, levity, and inspiration that makes me complete.

Oddly enough, I grew up terrified of dogs. Now I can hardly remember my life before adopting Professor, the ridiculous Westie mix in these photos. She's a hilarious and sweet girl I took home on my first day of grad school and has been my constant companion ever since.

I try to use photography as a way not only to understand our world but also as a form of healing for those I encounter. Now I'm using it as a form of healing for myself by incorporating joy and levity in my life on a more regular basis. In awe of these magnificent creatures, I aim to capture a glimpse of their amazingly unique personalities. Dogs featured in this post: Sora, Professor, Bosco, and Ryder.

Follow along at @wetnosepawject for more portraits, outtakes, and shenanigans.",252.712 Me gusta,2023-02-25T17:00:14.000Z,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-15/333305106_582522176877900_1877611825404820462_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=pjcVW-6Cd5YAX8JCIyN&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzA0NjEwODEyMjgwNDk4NTc4NA%3D%3D.2-ccb7-5&oh=00_AfB0rDy0ycfUJ1gsA6xF9I1HeCw1UFJKe9Gtn-N4GAXSLQ&oe=64161070&_nc_sid=6136e7,imagenpreubaH76-2.jpg,"Photo by National Geographic on February 25, 2023. May be an image of 1 person and dog.",76
